hospital,admissions,avg_billing
Miller-Bridges,1,12548.91
"Bullock Williams, and King",1,39006.73
Arellano-Rivera,1,46930.91
Campbell-Hughes,1,48033.01
Curry-Rodriguez,1,9609.12
"Lara Burgess and Bray,",1,47607.22
"Campbell Gray Friedman, and",1,41603.9
"and Morgan Sims Harris,",1,46795.22
Stewart-Cruz,1,48226.9
Ortega-Stevens,1,28885.47
"Young, Townsend and Maddox",1,41006.42
Willis-Griffin,1,39633.73
"Farley Richardson, and Anderson",1,11545.63
Allen-Wallace,1,586.55
Maxwell-Edwards,1,24101.24
"Forbes, Patel Garza and",1,36283.55
"and Mitchell, Yang Garner",1,38465.48
"Mcclain Woodward and Jarvis,",1,38114.02
Kerr-Hester,1,5422.52
"and Parker, Juarez Ochoa",1,253.42
"Rice Price, Sims and",1,36869.35
Hudson-Waters,1,42707.16
Solis and Sons,1,10867.54
"Sharp Smith, and Cox",1,5545.12
Greene-Miller,1,42086.17
Woods-Nelson,1,15451.33
PLC Graham,1,43665.46
Peterson-Hunt,1,40653.7
"King Lee and Ingram,",1,48501.52
Burke-Haynes,1,13562.52
"Rasmussen Forbes Monroe, and",1,5966.4
"and Johnson Leonard, Smith",1,21989.13
Schmitt-Jones,1,153.49
"Ali and Vargas Montes,",1,27852.7
"Perkins Roth, Griffin and",1,37211.69
Group Crawford,1,7508.65
"Taylor Small, Lin and",1,9981.59
Meyer-Cervantes,1,40363.9
Davis-West,1,6906.34
Shepard-Klein,1,1337.58
Lewis-Lee,1,13535.64
Powell-White,1,31012.3
Graham-Lynch,1,46690.45
Ltd Johnston,1,4118.28
"Zamora Robinson and Evans,",1,44898.81
"and Davis, Clark Higgins",1,24244.48
"and Armstrong, Taylor Burns",1,38755.95
"Warner Larson Lopez, and",1,24043.91
Green-Luna,1,47171.85
"Bender Campos Scott, and",1,20539.63
"Johnson Martinez and Greene,",1,27715.83
"and Russell Mcdowell Delgado,",1,7575.03
Bullock-Chen,1,38575.68
Vazquez-Butler,1,10423.8
Johnston-White,1,33648.72
"Morales Johnson and Mcdonald,",1,25632.31
and Roberts Sons,1,45104.25
PLC Mcgee,1,20263.73
Smith-Walker,1,11706.98
Smith-Lynch,1,35483.89
French PLC,1,44684.08
"Holt Caldwell Rhodes, and",1,3658.55
"Wright Weber, Gordon and",1,39819.28
Olson-Gray,1,8513.11
"and Johnson, Deleon Rogers",1,43547.47
Thomas-Clay,1,18519.49
"Thompson, and Nelson Valentine",1,49299.58
"Smith, and Wilson Patel",1,2274.6
Webb-Baker,1,32128.93
"and Anderson Gonzalez, Waters",1,32799.36
"Mullins and Martin Francis,",1,10173.75
"and Johnston Richardson Hodge,",1,11344.78
Herman-Diaz,1,15972.47
and Sons Pope,1,35821.85
Nelson-Phillips,1,36992.27
Ltd Wang,1,26062.43
"Thomas, Green and Barron",1,47980.92
Robbins-Wiggins,1,27005.53
Greene-Barnett,1,29015.93
"and Huff Reeves, Dennis",1,-576.73
Brown-Blair,1,15782.14
"and Howard Ward, Jordan",1,47806.0
and Mccoy Sons,1,38950.29
"Malone Gonzalez, and Ramos",1,10389.02
"Young Wilkerson Flores, and",1,39180.52
"and Wright, Jones Sanders",1,45637.12
Roberts-Gomez,1,12368.59
"and Hood, Davis Mann",1,30343.23
"Harmon and Hall, Smith",1,9992.25
"Gonzalez, James and Davis",1,15326.61
Sims LLC,1,12410.87
"and Gonzalez, James Kelly",1,15328.96
Brown-Rivera,1,32260.55
Greer Group,1,33554.48
Delacruz Group,1,8568.51
"and Hudson Merritt Lynch,",1,25616.66
"Gonzalez Garcia Jones, and",1,36644.85
"and Russell Barnes, Ward",1,2887.68
"Gonzalez and Lopez Smith,",1,39283.64
Allison-Black,1,39778.59
"Moreno and Hunt, Gutierrez",1,8133.87
"and Hernandez Mills, Harris",1,6141.39
Matthews-Stone,1,20091.04
"Goodwin, Walker Clark and",1,11553.19
Marsh LLC,1,24210.03
Garza-Gallagher,1,15593.97
Moody-Ingram,1,48363.65
Mcgee-Hanson,1,28066.96
LLC Rowe,1,28903.41
Willis-Holmes,1,28502.62
Bean and Sons,1,1486.2
Evans-Mckinney,1,35237.14
"Daniels and Contreras Howell,",1,33806.11
"Smith Jones Cook, and",1,29451.82
"Garcia Higgins and Young,",1,24056.18
"Knight Fisher, and Vaughn",1,3157.14
Franco-Campos,1,11803.49
Sons and Beltran,1,42966.7
Pope-Scott,1,31957.24
"and Hansen, Smith Santiago",1,5298.47
"and Lambert Price Adams,",1,45950.52
"Cooley Oliver and Miller,",1,16726.94
Crawford-Landry,1,25775.87
"Farmer, and Jackson Price",1,23452.73
Velez-Walsh,1,2231.19
Glass-Miller,1,13332.17
"Scott George Brown, and",1,49274.13
"Roberts Green Allen, and",1,25355.57
"and Boyle Boyer Lawrence,",1,14957.53
"Long Wade, and Houston",1,19827.8
"and Diaz, Adams Stevens",1,22763.06
Gomez-Browning,1,10074.17
"Jones and Cross Andrews,",1,42086.11
Garza-Thompson,1,17064.12
Tapia-Cole,1,23156.29
"Garza Jordan Harrington, and",1,37822.18
Anderson-Mckee,1,12344.45
"Barnett, Cunningham Bauer and",1,35662.88
"and Hopkins, Bartlett Washington",1,35541.09
"and Hobbs Jensen Johnson,",1,14551.56
Fischer-Henry,1,7414.05
Martinez-Buck,1,31275.47
Chapman-Hale,1,38127.66
"Raymond and Gonzalez Kelley,",1,40098.33
"Lewis and Collier Mcneil,",1,5974.4
"Hess Wilcox, and Richards",1,20380.55
"Kim Garrett, Lindsey and",1,39399.32
Martin-Wallace,1,11014.43
"Medina, Mcmahon Cox and",1,16818.59
Montgomery-Johnson,1,29752.95
"Ford, and Singleton Terry",1,28339.71
Phillips-Mccann,1,37244.6
Torres-Craig,1,42395.95
Richards-Ryan,1,48049.58
"Rivera Blevins White, and",1,21512.96
Potter-Smith,1,3452.25
Williams-Wright,1,29329.66
Ltd French,1,22430.58
Roberts-Fisher,1,40918.15
Lynch-Wong,1,46774.19
"Bowen Hernandez, and Robinson",1,8132.8
"and Anderson, Hull Simon",1,37355.76
Ryan-Crosby,1,44067.43
Group Waters,1,38225.66
Boyle-Mccarthy,1,6959.33
"Smith Morales, Shaw and",1,38406.46
"Carr and Smith Mccarty,",1,5342.48
Wright-Harrell,1,4381.62
Reeves-Martin,1,24727.0
"Terrell and Campbell, Parker",1,7397.18
Lee-Chapman,1,4569.31
"Weber, Barnes Morris and",1,34662.98
Collins-Pierce,1,40210.52
Torres-Michael,1,47916.51
Garcia-Best,1,20271.71
Ewing PLC,1,3303.47
Simon-Jenkins,1,3422.41
Adkins-Griffin,1,18795.19
PLC Zimmerman,1,8140.33
"Mcguire, Klein and Moore",1,8355.46
"Foster and Hayes, Tucker",1,18108.86
"and Owens Harris Murray,",1,43276.35
"and Green Williams Simpson,",1,17214.05
Hoover-Rangel,1,44616.96
Jackson-Nelson,1,4114.15
Suarez-Hickman,1,48260.84
"White Fuentes Williams, and",1,16888.41
"and Reynolds Miller Clayton,",1,17593.94
"Miller and Wright Ellis,",1,15200.71
Inc Patton,1,28431.36
"and Perez Mckinney, Torres",1,48585.04
Fletcher-Hoffman,1,14136.65
"Smith and Lopez, Myers",1,15526.59
"Shaw, and Archer Martinez",1,3049.18
"Roberts and Orozco, Gardner",1,46304.67
"and Howard Clark Campbell,",1,5873.47
Werner PLC,1,32762.51
Mata-Newton,1,39713.77
"Sandoval, Scott Carr and",1,32011.67
Cook-Christian,1,26166.55
Fernandez Group,1,22441.29
Bush-Smith,1,33322.68
"Stanton Dixon, and Gillespie",1,2258.78
"and Stewart Rodgers, Hernandez",1,37239.54
Becker-Peters,1,16052.54
Mitchell-Wilson,1,37866.37
"Franklin, Brennan and Dean",1,18650.67
"and Holloway Jimenez, Massey",1,16764.52
Copeland-Hall,1,45223.16
"Murray Ferguson Long, and",1,32467.12
Foster-Nunez,1,23708.45
Moore-Martin,1,25156.45
"Perkins, and Gonzalez Murphy",1,22994.66
Inc Contreras,1,5464.76
Burton-Juarez,1,31550.05
"Jarvis Scott, Fleming and",1,6175.87
"Holland, Daniels Brennan and",1,22014.56
Zimmerman-Schneider,1,29685.11
Moody-Lee,1,30538.2
Cruz-Jimenez,1,3767.64
Fuller-Gilbert,1,27271.22
"Jennings Jensen and Waters,",1,38273.07
"Walker, Smith and Aguilar",1,33520.74
Carey PLC,1,11958.83
Sutton-Reid,1,22748.34
Booth-Davidson,1,24176.69
Stone-Gross,1,34609.63
Sons and Hood,1,10677.14
"Lawrence and Sellers, Williams",1,38676.66
Short-Harrison,1,30019.74
"Morales Martin and Petty,",1,41941.51
"and Bowers Harrison Mckay,",1,20031.07
"Johnson, Ray Wall and",1,5849.95
"and Nguyen, Williams Holmes",1,13309.29
"and Hogan, Walker Murphy",1,24281.26
"Doyle Smith and Oconnor,",1,2404.06
"and Phillips Ingram Peters,",1,33339.63
"Greene and Murphy Black,",1,12431.22
"and Clay, Rios Sims",1,6755.68
Garcia-Harper,1,9534.35
"Saunders, Hughes Alvarado and",1,6247.76
"Perez, and Leonard Hunter",1,39663.22
"and Frazier Sutton, Campbell",1,27795.2
Pierce-Kennedy,1,47905.26
"Cisneros Phillips and Rivera,",1,20589.95
"Beard and Johnson Boyd,",1,11244.59
Wong Ltd,1,37452.55
"Nelson Miller and Hayes,",1,29495.13
Murphy-Vance,1,21417.43
"Miller, Green Barnes and",1,25948.2
Bradley-Flowers,1,32823.67
Moore-Castillo,1,43625.39
Zhang-Wade,1,9161.98
"and Haley, Wheeler Ramos",1,4091.41
Lane Sons and,1,22142.5
"Stone Reese and Lam,",1,45956.06
"Cooper and Tanner, Prince",1,47411.68
Brennan-Ryan,1,4117.04
"and Lucero Wang Graves,",1,47001.84
Soto-Anderson,1,31577.52
LLC Bridges,1,8845.57
and Sons Lynch,1,26066.49
Wallace-Mcclain,1,38371.01
"Ross, Wiggins and Walker",1,4672.91
Santos PLC,1,7294.54
Hall-Curry,1,21094.35
Wilkinson-Flowers,1,2577.59
Watson-Clark,1,29718.57
"and Maddox, Parks Smith",1,47386.26
"and Payne Sanford, Sanchez",1,45621.68
Jennings-Wood,1,26033.29
Moore-Donaldson,1,2363.23
"Brewer, and Anderson Jones",1,21242.25
Ramirez-Burgess,1,21465.26
"Scott and Reyes Garcia,",1,23657.63
"Williams Rodriguez, and Ellis",1,29778.43
Alvarado-Carroll,1,10142.31
"Howard, and Allen Daniels",1,29722.73
Williams-Travis,1,22458.04
Ingram PLC,1,34700.16
Oliver-Sloan,1,10589.63
Rice-Huerta,1,12756.31
Braun Group,1,23255.64
"and Peters Nguyen, Lewis",1,15484.02
"Mills Sandoval, and Potts",1,18553.27
Bailey-Turner,1,24670.32
"Jenkins, Wood Duncan and",1,36966.56
"Carpenter, Smith Henry and",1,24671.06
Pope and Sons,1,17630.42
Hamilton-Sanders,1,18780.61
Miranda-Garrett,1,7309.76
Harrington-Jacobs,1,27838.64
Blair-Jennings,1,48808.25
"Simpson Rojas and Love,",1,24126.39
"Reid Garcia and Diaz,",1,8271.95
Villarreal-Tran,1,26138.53
Sloan Sons and,1,48605.09
"Good and Kaufman, Williams",1,9175.51
Ibarra-Sellers,1,34474.13
Small-Fields,1,38654.22
Watkins-Mora,1,48188.36
Gilbert-Castaneda,1,36216.16
Salazar-Richard,1,27890.25
Beard-Johnson,1,19285.6
"and Key, Thomas Wright",1,49585.74
"Palmer, and Dixon Hall",1,11936.74
Brooks-Huynh,1,712.65
"and Smith Clark Ibarra,",1,39844.8
"Calhoun Ramirez Jackson, and",1,47823.24
"Torres Martinez and Key,",1,25552.87
Richardson-Gutierrez,1,35056.03
Howard-Campbell,1,22165.47
Everett-King,1,47404.56
"Landry, Martin and Smith",1,18390.55
"Robinson and Church Curtis,",1,41612.73
"Woods Short, and Mcclure",1,16032.82
Ward-Olsen,1,45994.84
"Aguirre Bell, and Ramsey",1,23923.29
"Hess White and Drake,",1,8091.81
"Murphy, and Lewis Garcia",1,33583.4
"Wilson and Erickson, Miller",1,38561.39
Gonzalez-Roberts,1,13412.42
Jones-Jackson,1,51069.77
"Huang Travis Thomas, and",1,2784.58
Sandoval-Bennett,1,24561.74
Solomon PLC,1,36632.32
"Brown Reed Robinson, and",1,19479.45
Friedman LLC,1,35953.45
Hernandez-Valdez,1,14697.46
"Butler Mathis and Mooney,",1,9573.39
"Moore Morris Martinez, and",1,20874.04
"Murphy Nguyen and Thompson,",1,9973.32
Reynolds-Valencia,1,41906.24
"and Farmer Jones Phillips,",1,26527.68
Brown-Warner,1,49579.49
"and Klein Thomas, Miller",1,36812.94
Roberts-Morrison,1,25040.06
"Smith, Chavez Berg and",1,32552.42
"Lopez, and Wheeler Friedman",1,12495.74
Adams-Dean,1,20445.47
"and Riley Compton, Morris",1,37596.3
"Harrison, Downs Norton and",1,35272.78
LLC Miles,1,26452.66
Vang Ltd,1,32997.27
Malone-Mitchell,1,48887.32
Brown-Combs,1,49668.58
Schwartz-Jones,1,29784.3
Hernandez-Ochoa,1,24092.98
Ellis-Flores,1,25503.51
"Bates, Jarvis and Moore",1,24415.59
Anderson-Peters,1,26988.4
Meyer-Sanders,1,45004.66
Strickland-Williams,1,30532.14
"Robertson, and Bradley Wallace",1,27212.15
Aguilar-Vega,1,23651.3
Jennings-Larson,1,9743.02
Garcia-West,1,25072.6
"and Houston, Miller Good",1,144.19
"and Jones, Burns Cantrell",1,32673.52
Clark-James,1,12346.99
Larson Group,1,27727.14
Garrett-Jackson,1,9281.66
"and Little Fowler Bush,",1,6752.81
"and Shaw, Franco Armstrong",1,22295.0
"Jones and Taylor Baker,",1,4248.8
"Glover and Marshall Carpenter,",1,14086.01
"and Mclaughlin Cruz Schmidt,",1,41635.55
"Jackson, Bryant Gallagher and",1,45801.89
"Thompson, Cummings and Cortez",1,28498.34
Potter-Campos,1,36637.66
"Cooper, and Burgess Saunders",1,12747.13
Shelton-Martin,1,49449.23
"and Hall Heath, Morris",1,19742.64
"Farmer Gonzalez Nichols, and",1,13544.43
"Roberts, and Velasquez Edwards",1,11374.66
"Mathis, and Macdonald Ford",1,41073.12
Woodward-Bautista,1,35285.13
Booth Group,1,42721.58
Roach-Hunter,1,24553.12
"King, and Hernandez Garner",1,15985.73
Vaughn-Murphy,1,19723.72
"and Luna Johnson Chavez,",1,44097.58
"and Weaver Morse, Daniel",1,32853.04
"Cook and Smith, Crane",1,22786.3
"Rivera, and Cain Phillips",1,7804.97
"and Bean Sanchez Mills,",1,22222.12
Figueroa-Ortega,1,29565.76
"and Ellison Edwards, Bailey",1,18651.67
Lee-Lee,1,25565.77
"Cantu Martinez, Ibarra and",1,41762.51
Baker-Haas,1,46575.85
"Graham, Rice Sellers and",1,9258.76
Gomez-Espinoza,1,15322.53
Gonzales-Reilly,1,26595.55
Gillespie-Mason,1,20928.6
Davis-Townsend,1,4002.45
"Jackson, Harris Vance and",1,44650.16
Wilson-Ward,1,49514.61
Ashley-Holland,1,30390.21
Quinn-Sanchez,1,42934.17
Lee-Nguyen,1,21735.59
"Bryan Bradley Rangel, and",1,7375.72
Chapman-Taylor,1,27791.81
Mitchell-Cross,1,30449.53
"Lynch, and Pugh Ayala",1,41305.62
"Stephens Richards, and Adams",1,13235.61
"and Roach Paul, Grant",1,6697.14
Holland-Fisher,1,3992.23
"Haley Bates Curtis, and",1,44409.11
Ashley-Hernandez,1,17451.16
"Woodward Dominguez Tate, and",1,13055.96
"and Wood, Ryan Lopez",1,44179.64
"Lambert, and Smith Duran",1,41154.88
"Mcintosh and Williams Howell,",1,42502.98
"and Liu Turner Richards,",1,4163.38
Estrada-Schneider,1,5721.97
Gross-Odom,1,18924.59
Hunt-Bradley,1,36123.03
"Brown Joyce, and Smith",1,6029.99
Adams-Mendoza,1,38864.55
Rodriguez-Quinn,1,36540.33
Bird PLC,1,47922.93
Long-Mckee,1,24448.18
"and Rodriguez Miller, Espinoza",1,24023.96
"and Hill Rodgers Pearson,",1,35845.48
Crane-Webb,1,47051.18
"Evans, and Bernard Erickson",1,3408.11
"Koch Taylor and Fernandez,",1,13414.97
Hunter-Hall,1,18172.47
Brown-Knight,1,41363.21
Collins-Booth,1,15772.48
Smith-Keller,1,15359.85
"Bond Scott, and Cervantes",1,29744.75
"Frye and Spencer Walker,",1,2624.75
Glass Group,1,13024.76
"and Johnson, Thomas Summers",1,16248.51
Garcia-Lee,1,25419.44
Dunlap-Cohen,1,12625.87
Wong-Liu,1,35818.39
Riley-Thomas,1,3365.9
"Key Conner, and Johnson",1,32700.34
Harris-Mendoza,1,31364.92
Inc Krueger,1,24195.7
"Fowler Sanchez Skinner, and",1,2195.99
Shea-Porter,1,29145.84
Allen-Horne,1,32066.24
Martin-Moss,1,12311.17
Bond Group,1,45549.39
Fernandez-Weber,1,12733.49
PLC Holt,1,32707.74
"Lee Bryan Rogers, and",1,43302.52
"and Lopez, Arroyo Thornton",1,14058.75
"Chung Williams Martin, and",1,16606.18
"Johnson Owens and Mcgee,",1,43992.13
"Wagner Smith, Boyd and",1,3628.9
"Morales and Shannon Ball,",1,9497.27
Andrade Group,1,39264.32
Sons Campos and,1,17564.86
"Rush and Ramirez, Contreras",1,25136.56
Fields-Yang,1,38994.39
"Hansen, and Acosta Rodriguez",1,29680.96
Franco-Shaffer,1,2833.4
Lee-Fitzgerald,1,7836.23
"and Baker Donovan Sherman,",1,10892.72
Walker-Cuevas,1,16585.45
Giles-Miller,1,25856.22
"Rice, Cooper Rivera and",1,45199.27
PLC Holmes,1,29283.6
Garcia-Nichols,1,22810.14
Munoz-Swanson,1,28858.72
"Perry Bryant, Byrd and",1,43147.69
"Boyd, and Brown Guerrero",1,15849.67
Reid LLC,1,28972.14
"Jackson, Griffith and Conner",1,15819.88
Oliver-Taylor,1,30826.19
"Williams Moore Bradshaw, and",1,23171.99
"Anderson and Nichols, Arias",1,42298.53
Koch-Smith,1,15531.81
and Sons Sloan,1,24757.27
"Wood Gomez and Davidson,",1,43453.24
Williams-Yu,1,44892.52
Brooks-Turner,1,16500.35
"Young and Hanson Long,",1,18056.17
"Watts, and Meyer Baxter",1,26282.32
Hickman-Jackson,1,48656.5
Allen-Russell,1,745.29
"Carrillo, Banks Cruz and",1,33376.87
Smith-Jackson,1,27306.48
"Odonnell Smith Moreno, and",1,4584.94
Walsh-Johnson,1,41776.53
Case-Turner,1,18799.79
Cortez-Alexander,1,35111.18
"and Hood, Snyder Price",1,32181.14
Rogers-Hernandez,1,41017.7
Snow-Turner,1,18413.1
Hall-Dunn,1,26339.68
"and Vincent Lee, Lee",1,22929.56
Acevedo-Goodwin,1,5900.38
"and Chandler, Smith Adkins",1,46848.98
"Thompson, Oliver and Robles",1,18487.46
Shepard-Lopez,1,25129.8
"Wood Ryan, and Mckinney",1,42044.59
Riddle-Beasley,1,1435.36
Guzman-Whitaker,1,22655.36
Keith-Thornton,1,22335.77
"Becker, Humphrey Carter and",1,10449.42
Nichols-Hall,1,12436.1
Jones-Richards,1,24326.0
"Norton, Hobbs and Fisher",1,10192.02
"Ballard and Pearson, Nelson",1,23946.11
Williams-Hart,1,45313.63
Greene-Fritz,1,39471.28
May-Reed,1,4993.63
Matthews-Vincent,1,6370.83
Kennedy-Huber,1,36257.63
and Obrien Sons,1,6407.19
Flores-Clark,1,7342.67
"and Stephens, Barnett Robinson",1,42551.59
"Adams, and Rodriguez Wright",1,30777.23
Garcia-King,1,41273.15
Fleming-Baker,1,48939.5
Lee-Wilson,1,15241.31
LLC Huang,1,33066.08
Sosa-Evans,1,20384.41
"and Patton Ramirez, Blair",1,17759.66
"Dorsey, Moon Murphy and",1,24125.91
"and Shaw, Pena Smith",1,31904.75
"Conrad Bradley, Hughes and",1,10129.61
"and Tyler Nelson, Rodriguez",1,7086.19
"Ramos and Brown Glover,",1,19910.64
and Mendez Sons,1,2229.31
"Lee Vasquez, and Thompson",1,47735.86
Delgado-Lamb,1,16441.42
Cook-Church,1,9994.46
Nolan-Welch,1,24887.99
Wright-Carter,1,36155.11
Saunders LLC,1,15064.19
Mendez-Mcclure,1,9659.16
"Moore and Lang, Martinez",1,40648.85
Trujillo PLC,1,13425.68
"White, Pugh and Rivera",1,32290.65
"Christian Alexander, Young and",1,38714.19
"Hines Ho Morton, and",1,44561.85
"Wheeler Allen, Chavez and",1,11357.88
"Higgins Cruz Cook, and",1,39586.12
Terry-Clark,1,34696.3
"Berry Kelly, and Leonard",1,46065.53
Price-Marshall,1,39708.49
Sims and Sons,1,3431.54
Lawson-Russell,1,16159.4
"Erickson Brewer, Curtis and",1,22694.01
and Sons Ross,1,7536.61
Watson-Butler,1,14558.33
Li-Tucker,1,19700.53
"Hall Phillips, and Hurley",1,24675.67
"Hess Cole, Herring and",1,37778.11
LLC Vang,1,33189.43
"Ibarra Hernandez, and Bartlett",1,18369.14
"and Keith Barnes, Spencer",1,33615.16
"Perkins, and Roman Clark",1,34360.0
Gomez-Berry,1,31552.17
Mata-Brooks,1,8902.84
Rodriguez-Cameron,1,33606.1
"Schmidt Long, and Romero",1,46127.35
Bass-Howe,1,37831.28
"and Williams Salinas, Baker",1,20435.56
Bowers PLC,1,36229.57
Kennedy-Woodard,1,24673.56
Bender-Howe,1,32113.15
"Vargas Murphy, and Small",1,8691.09
Daniels-Young,1,40354.05
"Barker, Nguyen Long and",1,10979.95
"Johnson Berger, Espinoza and",1,44205.31
Barr-Ramirez,1,11235.09
Guerrero-Simon,1,25120.98
"and Barrett, Johnson Miller",1,47042.2
Mullins-Gibson,1,49233.63
"Cook, and Rodgers Reyes",1,28889.6
Schmidt-Hammond,1,29645.43
Larson-Conway,1,20656.24
"Davis Mack, Rodriguez and",1,4757.9
"Eaton Murray, and Sanchez",1,23863.16
Byrd-Bates,1,16973.69
"Brooks and Young Owen,",1,4405.33
Sons and Boyer,1,7876.49
"and Gonzalez Jenkins, Stone",1,41531.4
Anderson-Brown,1,35945.88
"Brooks, Nguyen Sellers and",1,21792.33
White-Leon,1,34740.22
Wong-Ho,1,42819.65
"Silva Schroeder, Finley and",1,23307.27
Martin-Thompson,1,6704.75
"Carroll Lewis Weiss, and",1,25462.71
and Sons Lindsey,1,48414.66
Pineda-Gay,1,16167.66
"Cisneros Short, and Taylor",1,729.75
Snow LLC,1,21267.52
Erickson-Boyd,1,7516.78
Shelton-Coleman,1,27310.18
"Nichols Murphy and Nelson,",1,8784.84
Morgan-Patterson,1,41111.78
"Garcia Strong, and Holmes",1,19542.94
"and Morgan Oconnor, Olson",1,43632.72
Goodman-Rollins,1,33450.63
Barton Sons and,1,45279.98
"Fleming and Skinner, Acosta",1,17993.55
Harris-Hanna,1,29571.25
Sanchez-Lloyd,1,30305.69
Luna-Hanson,1,49505.42
Trujillo-Alvarez,1,28848.72
"Jones Conley and Chapman,",1,45676.25
"and Romero Lee, Fields",1,46188.5
"and May Chavez Collins,",1,49182.56
Higgins LLC,1,34754.06
"and Mitchell Nelson, Levy",1,2147.61
Barton-Collins,1,3203.86
Ingram-Rosario,1,47518.18
"Guerrero Ward Lopez, and",1,3112.98
Buchanan-Lambert,1,5647.01
"Wolf Fowler Mcguire, and",1,19300.34
Nelson-Hall,1,33506.35
Ortega-Boyd,1,7987.9
"Roberts Thompson Martin, and",1,24351.58
"Berger Baker, and Hull",1,38892.26
"Dixon Foster, Chen and",1,16779.64
and Bell Sons,1,39956.31
Moss-Fisher,1,21540.32
Booth-Martinez,1,20299.33
"Walker, and Wolfe Lynch",1,29717.59
"and Morse May Vance,",1,31921.69
Short-Hayes,1,32927.7
"Burke and Petersen, Herrera",1,9922.54
"Wood Holder, Robbins and",1,43443.9
Castillo-Barrera,1,20949.44
PLC Banks,1,8064.52
"and Bradley Stout, Ramirez",1,35972.84
Richardson-Juarez,1,22120.87
White-Fry,1,28640.88
Lee-Peterson,1,24258.79
"Espinoza, Wyatt and Oneill",1,45423.45
"Cunningham, and King Phillips",1,11340.73
Bates-Clark,1,49017.97
Inc Moyer,1,13316.81
"Nelson Ballard, Barber and",1,10666.76
"Jones and Barron Mcpherson,",1,45650.85
"and Summers, Boyd Nichols",1,28444.42
"Johnson, Valenzuela and Wood",1,42556.25
"and Watts Butler, Bates",1,36228.05
"Young, Sharp and Holmes",1,28464.42
"Hall, Benjamin and Castillo",1,2890.03
"and Dudley Zhang Meyer,",1,41668.05
Sons and Duncan,1,33056.34
Bates-Ashley,1,1765.47
"Harris Richardson Lloyd, and",1,36113.0
"Anderson Morales and Baker,",1,12845.49
"Wilson Cole, and Ellis",1,49236.08
Bowman-Smith,1,45591.11
Hicks-Hayes,1,18748.76
"Beard Gill White, and",1,9435.75
Velez-Boyd,1,10701.27
"Smith, and White Moreno",1,32653.94
"and Dennis, Mcguire Johnston",1,-90.08
"Larson Howell Sparks, and",1,17959.18
Owens-Moss,1,27626.75
"Thomas Baker, Hinton and",1,40427.3
PLC Cain,1,31929.2
Abbott-Hill,1,13260.14
"Torres Barton and Bowen,",1,27608.2
Oconnell Ltd,1,11696.58
"Robinson, Booker and Richardson",1,9084.3
Salazar-Perez,1,13192.15
Marks-Jacobs,1,24196.78
"Johnson, Harris Baker and",1,4739.47
"Powers and Bush, Miller",1,45779.58
"Johnson, and Tucker Bass",1,43408.39
"and Young Knight, Butler",1,27245.47
"Ballard Price Collins, and",1,47197.31
"Hernandez Sanchez, Thomas and",1,40840.88
"Obrien Mckenzie, Carey and",1,43317.5
"Montgomery and Velez Stein,",1,13154.01
Lee-Hansen,1,2092.64
Bradford-Martin,1,24668.16
Mcdaniel-Johnson,1,8933.67
"and Martin, Stone Ferrell",1,17577.87
Lewis-Taylor,1,44537.27
"Collins and Smith, Peterson",1,7519.83
"Smith, Allen Garcia and",1,25707.41
Bell-Martin,1,35354.82
Roy-Carey,1,6968.1
Inc Cisneros,1,41181.92
Marshall Ltd,1,36132.85
Tucker-Carson,1,20467.58
"Smith and Michael, Robinson",1,29916.5
"and Johnson Cantrell Ford,",1,20905.51
"Hernandez, Wilson Simmons and",1,4242.49
Gonzalez-Bishop,1,31077.05
"Mcdonald and Berg Brown,",1,6075.71
Grant LLC,1,15378.23
"Flores Dean and Hall,",1,38094.57
"and Johnson Anderson Miles,",1,24045.77
